-16.70, -16.70
-15.70, -15.70
-14.70, -14.70
-13.70, -13.70
-12.70, -12.70
-11.70, -11.70
-10.70, -10.70
-9.70, -9.70
-8.70, -8.70
-7.70, -7.70
-6.70, -6.70
-5.70, -5.70
-4.70, -4.70
-3.70, -3.70
-2.70, -2.70
-1.70, -1.70
-0.70, -0.70
0.30, 0.30
1.30, 1.30
2.30, 2.30
3.30, 3.30
4.30, 4.30
5.30, 5.30
6.30, 6.30
7.30, 7.30
8.30, 8.30
9.30, 9.30
10.30, 10.30
11.30, 11.30
12.30, 12.30
13.30, 13.30
14.30, 14.30
15.30, 15.30
16.30, 16.30
16.70, 16.70
